OrderID,CustomerID,ProductID,OrderDate,ShipDate,ShipMode,Sales,Order_Year,Order_Month,Order_Day,Order_Weekday,Shipping_Delay,Log_Sales,Scaled_Sales
CA-2016-138002,BT-11305,OFF-BI-10002160,2016-06-09,2016-12-09,Standard Class,6.096,2016,6,9,3,183,1.9595312450072784,0.0003165823913673
CA-2016-138002,BT-11305,FUR-FU-10004748,2016-06-09,2016-12-09,Standard Class,191.82,2016,6,9,3,183,5.261757111236235,0.0109297499101968
CA-2017-164350,CG-12040,OFF-AR-10000538,2017-10-09,2017-12-09,Second Class,67.56,2017,10,9,0,61,4.227709274289524,0.0038289325904657
CA-2018-129378,NS-18505,OFF-BI-10002012,2018-01-10,2018-02-10,First Class,1.44,2018,1,10,2,31,0.8919980393051105,5.0516035012412425e-05
CA-2018-129378,NS-18505,OFF-BI-10001922,2018-01-10,2018-02-10,First Class,61.776,2018,1,10,2,31,4.139572834825172,0.0034984068591175
CA-2018-129378,NS-18505,OFF-AP-10000576,2018-01-10,2018-02-10,First Class,241.96,2018,1,10,2,31,5.492896820737493,0.0137949919865796
CA-2018-129378,NS-18505,FUR-CH-10000553,2018-01-10,2018-02-10,First Class,108.608,2018,1,10,2,31,4.696910364550807,0.0061746138180556
CA-2016-131884,DK-13375,TEC-PH-10001578,2016-06-12,2016-06-12,Same Day,485.94,2016,6,12,6,0,6.188140912207021,0.0277371890706615
CA-2016-131884,DK-13375,OFF-AR-10004078,2016-06-12,2016-06-12,Same Day,37.376,2016,6,12,6,0,3.6474322641997623,0.0021040728610373
CA-2016-131884,DK-13375,FUR-CH-10004860,2016-06-12,2016-06-12,Same Day,70.686,2016,6,12,6,0,4.27229547052072,0.0040075673477607
CA-2017-139157,GM-14680,FUR-TA-10003238,2017-01-10,2017-05-10,Standard Class,330.588,2017,1,10,1,120,5.803893234427804,0.0188596245104259
CA-2018-104066,QJ-19255,TEC-AC-10001013,2018-05-12,2018-10-12,Standard Class,205.03,2018,5,12,5,153,5.328021789254367,0.0116846331935837
CA-2016-117611,MZ-17335,OFF-FA-10002280,2016-08-11,2016-10-11,Second Class,5.0,2016,8,11,3,61,1.791759469228055,0.0002539516511257
CA-2016-117611,MZ-17335,TEC-AC-10002049,2016-08-11,2016-10-11,Second Class,371.97,2016,8,11,3,61,5.92149798745481,0.0212243921132354
CA-2018-122994,MV-17485,FUR-BO-10004015,2018-06-02,2018-09-02,First Class,359.97,2018,6,2,5,92,5.888794852386603,0.0205386540813927
CA-2018-149146,SM-20320,OFF-PA-10003919,2018-12-10,2018-12-10,Same Day,7.968,2018,12,10,0,0,2.193662685769859,0.0004235575243348
CA-2018-164917,MK-17905,OFF-AR-10004344,2018-02-12,2018-07-12,Standard Class,47.96,2018,2,12,0,150,3.8910036382040714,0.0027088938051226
CA-2016-142944,JL-15850,FUR-FU-10000308,2016-06-03,2016-11-03,Standard Class,435.26,2016,6,3,4,153,6.07823839589002,0.0248410887828458
CA-2016-142944,JL-15850,TEC-CO-10003763,2016-06-03,2016-11-03,Standard Class,1119.984,2016,6,3,4,153,7.021962149999738,0.0639695294591344
CA-2015-157882,AR-10405,FUR-TA-10001866,2015-03-10,2015-08-10,Second Class,143.432,2015,3,10,1,153,4.972808808555799,0.0081646255864631
CA-2015-157882,AR-10405,FUR-CH-10002774,2015-03-10,2015-08-10,Second Class,122.352,2015,3,10,1,153,4.815042056869052,0.0069600124438594
CA-2017-132143,FM-14215,OFF-PA-10002713,2017-03-09,2017-05-09,First Class,48.16,2017,3,9,3,61,3.895080284697834,0.00272032277232
CA-2016-153108,SF-20200,TEC-PH-10001552,2016-05-03,2016-09-03,Standard Class,23.92,2016,5,3,1,123,3.2156706939192525,0.0013351319479977
CA-2016-153108,SF-20200,OFF-AP-10002222,2016-05-03,2016-09-03,Standard Class,60.69,2016,5,3,1,123,4.122121843221548,0.0034363475672357
CA-2017-112676,PJ-18835,OFF-PA-10003971,2017-05-05,2017-08-05,First Class,14.352,2017,5,5,4,92,2.731245758705399,0.0007883701572751
US-2018-112928,BB-10990,OFF-AP-10002287,2018-01-06,2018-05-06,Second Class,17.48,2018,1,6,5,120,2.916689066213538,0.0009671192042421
CA-2018-115154,RS-19420,FUR-TA-10001950,2018-08-01,2018-11-01,First Class,892.98,2018,8,1,2,92,6.795683403558618,0.050997423110766
CA-2016-130995,QJ-19255,TEC-PH-10000347,2016-01-11,2016-06-11,Standard Class,4.95,2016,1,11,0,152,1.7833912195575383,0.0002510944093264
CA-2016-113145,VD-21670,OFF-PA-10002659,2016-01-11,2016-05-11,Standard Class,13.52,2016,1,11,0,121,2.67552700939665,0.000740825653734
CA-2016-113145,VD-21670,FUR-FU-10000965,2016-01-11,2016-05-11,Standard Class,259.7,2016,1,11,0,121,5.563370320939456,0.0148087413769871
CA-2016-113145,VD-21670,TEC-PH-10001527,2016-01-11,2016-05-11,Standard Class,42.95,2016,1,11,0,121,3.783052624131186,0.0024225981768282
CA-2016-113145,VD-21670,TEC-AC-10001838,2016-01-11,2016-05-11,Standard Class,1399.93,2016,1,11,0,121,7.244891580777543,0.0799669977143208
CA-2016-113145,VD-21670,TEC-PH-10002597,2016-01-11,2016-05-11,Standard Class,503.96,2016,1,11,0,121,6.224479218217454,0.0287669390151453
CA-2016-160794,MS-17980,OFF-PA-10004156,2016-06-08,2016-08-08,First Class,27.216,2016,6,8,2,61,3.339889192933751,0.0015234813274105
CA-2018-116225,SV-20935,TEC-AC-10001432,2018-05-11,2018-09-11,Standard Class,390.75,2018,5,11,4,123,5.97062388123613,0.0222975721330692
US-2018-120418,BC-11125,FUR-CH-10001394,2018-11-06,2018-12-06,First Class,280.792,2018,11,6,1,30,5.641169210133288,0.0160140402576226
US-2018-120418,BC-11125,OFF-ST-10002370,2018-11-06,2018-12-06,First Class,68.448,2018,11,6,1,30,4.240578271089507,0.003879677204822
US-2018-120418,BC-11125,OFF-AR-10002956,2018-11-06,2018-12-06,First Class,88.04,2018,11,6,1,30,4.489085706967289,0.0049992588314772
US-2018-120418,BC-11125,OFF-AR-10001955,2018-11-06,2018-12-06,First Class,15.872,2018,11,6,1,30,2.825655443176473,0.0008752303079752
US-2018-120418,BC-11125,OFF-ST-10001809,2018-11-06,2018-12-06,First Class,215.592,2018,11,6,1,30,5.378015399443431,0.0122881969512772
CA-2018-152695,CC-12220,OFF-EN-10004030,2018-10-12,2018-10-12,Same Day,10.86,2018,10,12,4,0,2.4731713935695794,0.0005888203900089
CA-2018-152695,CC-12220,OFF-AP-10000026,2018-10-12,2018-10-12,Same Day,426.79,2018,10,12,4,0,6.058632420966027,0.0243570720220368
CA-2018-109701,AM-10360,OFF-BI-10004187,2018-02-12,2018-03-12,Same Day,9.024,2018,2,12,0,28,2.3049822175937678,0.000483902471137
CA-2018-109701,AM-10360,OFF-BI-10000632,2018-02-12,2018-03-12,Same Day,69.456,2018,2,12,0,28,4.254988401503159,0.0039372791994968
CA-2018-109701,AM-10360,OFF-PA-10003724,2018-02-12,2018-03-12,Same Day,10.86,2018,2,12,0,28,2.4731713935695794,0.0005888203900089
CA-2018-109701,AM-10360,OFF-AP-10002765,2018-02-12,2018-03-12,Same Day,79.47,2018,2,12,0,28,4.387884444158042,0.0045095275870695
CA-2018-109701,AM-10360,OFF-AR-10001868,2018-02-12,2018-03-12,Same Day,10.08,2018,2,12,0,28,2.405141681319138,0.0005442474179391
CA-2018-155152,MP-17965,TEC-AC-10004353,2018-07-07,2018-09-07,Second Class,252.0,2018,7,7,5,62,5.53338948872752,0.014368726139888
CA-2017-159940,BF-11020,FUR-FU-10004973,2017-07-07,2017-11-07,Second Class,60.288,2017,7,7,4,123,4.11558406521452,0.003413375343169
CA-2017-159940,BF-11020,OFF-FA-10000936,2017-07-07,2017-11-07,Second Class,2.632,2017,7,7,4,123,1.2897834607390468,0.0001186326795087
CA-2017-159940,BF-11020,OFF-PA-10001609,2017-07-07,2017-11-07,Second Class,23.688,2017,7,7,4,123,3.206317295620805,0.0013218743460487
CA-2017-159940,BF-11020,FUR-CH-10000785,2017-07-07,2017-11-07,Second Class,253.372,2017,7,7,4,123,5.538797762515521,0.014447128854862
CA-2016-148628,KM-16375,OFF-PA-10003883,2016-06-12,2016-11-12,Standard Class,32.75,2016,6,12,6,153,3.518980417318539,0.0018397208497619
CA-2017-118052,BE-11455,OFF-FA-10004248,2017-06-05,2017-10-05,Standard Class,7.216,2017,6,5,0,122,2.106083472626257,0.0003805846076727
CA-2017-118052,BE-11455,OFF-PA-10002581,2017-06-05,2017-10-05,Standard Class,49.568,2017,6,5,0,122,3.923318965169997,0.0028007827013895
CA-2017-118052,BE-11455,FUR-FU-10004848,2017-06-05,2017-10-05,Standard Class,54.712,2017,6,5,0,122,4.020195563585778,0.0030947357377061
US-2016-127040,SG-20605,OFF-PA-10004255,2016-06-12,2016-10-12,Standard Class,6.48,2016,6,12,6,122,2.012232791986386,0.0003385260083863
US-2016-127040,SG-20605,OFF-PA-10001184,2016-06-12,2016-10-12,Standard Class,41.86,2016,6,12,6,122,3.757938990045431,0.0023603103056025
US-2016-127040,SG-20605,TEC-AC-10002637,2016-06-12,2016-10-12,Standard Class,1619.91,2016,6,12,6,122,7.390742998911154,0.0925377187347173
US-2016-127040,SG-20605,FUR-FU-10002878,2016-06-12,2016-10-12,Standard Class,113.92,2016,6,12,6,122,4.744236234111089,0.006478167186818
CA-2018-145877,AS-10090,OFF-ST-10000649,2018-01-04,2018-04-04,Second Class,94.2,2018,1,4,3,90,4.55597994179732,0.0053512710211565
CA-2018-145877,AS-10090,OFF-EN-10001990,2018-01-04,2018-04-04,Second Class,28.4,2018,1,4,3,90,3.380994674344636,0.001591140813219
CA-2018-108574,MG-18145,TEC-AC-10002049,2018-07-10,2018-11-10,Standard Class,1115.91,2018,7,10,1,123,7.018321222859731,0.0637367213973238
CA-2018-108574,MG-18145,TEC-PH-10003555,2018-07-10,2018-11-10,Standard Class,128.744,2018,7,10,1,123,4.865563278202202,0.0073252822354876
CA-2018-108574,MG-18145,TEC-PH-10000702,2018-07-10,2018-11-10,Standard Class,79.92,2018,7,10,1,123,4.393461012299545,0.0045352427632636
CA-2015-162684,AS-10630,OFF-FA-10000992,2015-01-08,2015-06-08,Standard Class,5.68,2015,1,8,3,151,1.8991179875485544,0.0002928101395968
CA-2016-142041,EM-13810,OFF-BI-10004187,2016-07-06,2016-09-06,Second Class,7.52,2016,7,6,2,62,2.1424163408412245,0.0003979566378127
CA-2016-146087,PP-18955,FUR-BO-10002824,2016-06-07,2016-11-07,Standard Class,301.96,2016,6,7,1,153,5.713600783593539,0.0172236821457931
CA-2018-140053,CA-12265,FUR-FU-10003708,2018-03-07,2018-10-07,Standard Class,545.85,2018,3,7,2,214,6.304174541781235,0.0311607361946362
CA-2017-140207,CS-12400,OFF-BI-10003963,2017-05-11,2017-10-11,Standard Class,29.12,2017,5,11,3,153,3.405189402931693,0.0016322850951295
CA-2018-148691,CS-12460,OFF-BI-10001524,2018-03-12,2018-09-12,Standard Class,83.92,2018,3,12,0,184,4.441709636835055,0.0047638221072112
CA-2018-148691,CS-12460,OFF-BI-10001553,2018-03-12,2018-09-12,Standard Class,14.624,2018,3,12,0,184,2.748808193574378,0.0008039135526635
CA-2018-148691,CS-12460,TEC-PH-10000576,2018-03-12,2018-09-12,Standard Class,136.99,2018,3,12,0,184,4.927181218763463,0.0077964985530356
CA-2018-148691,CS-12460,OFF-LA-10001317,2018-03-12,2018-09-12,Standard Class,3.15,2018,3,12,0,184,1.423108334242607,0.0001482337045499
CA-2018-128755,MK-18160,OFF-PA-10000726,2018-04-05,2018-08-05,Standard Class,9.11,2018,4,5,3,122,2.31352503303238,0.0004888169270318
CA-2018-128755,MK-18160,OFF-ST-10003306,2018-04-05,2018-08-05,Standard Class,571.44,2018,4,5,3,122,6.349907926442675,0.0326230725475407
CA-2018-128755,MK-18160,OFF-PA-10004983,2018-04-05,2018-08-05,Standard Class,32.4,2018,4,5,3,122,3.5085558999826545,0.0018197201571665
CA-2018-128755,MK-18160,OFF-ST-10001291,2018-04-05,2018-08-05,Standard Class,16.91,2018,4,5,3,122,2.8853592160726205,0.0009345466477296
CA-2017-114972,PF-19225,FUR-CH-10001190,2017-03-11,2017-06-11,First Class,217.584,2017,3,11,5,92,5.387170380017036,0.0124020294645631
CA-2017-114972,PF-19225,TEC-AC-10000682,2017-03-11,2017-06-11,First Class,82.95,2017,3,11,5,92,4.43022138352355,0.0047083916163039
CA-2017-114972,PF-19225,OFF-LA-10004545,2017-03-11,2017-06-11,First Class,87.71,2017,3,11,5,92,4.485372622532496,0.0049804010356015
CA-2017-114972,PF-19225,OFF-AP-10003057,2017-03-11,2017-06-11,First Class,1101.48,2017,3,11,5,92,7.00531746656689,0.0629121214140329
CA-2018-102750,GM-14695,FUR-TA-10000198,2018-04-09,2018-08-09,Second Class,1322.352,2018,4,9,0,122,7.187923190707092,0.0755338156281297
CA-2016-104514,CB-12535,OFF-ST-10001837,2016-02-01,2016-04-01,Second Class,85.52,2016,2,1,0,60,4.460375601084858,0.0048552538447902
CA-2016-104514,CB-12535,OFF-AR-10001473,2016-02-01,2016-04-01,Second Class,9.84,2016,2,1,0,60,2.3832429960115,0.0005305326573023
CA-2016-104514,CB-12535,OFF-PA-10004285,2016-02-01,2016-04-01,Second Class,20.04,2016,2,1,0,60,3.046425387869509,0.0011134099843686
CA-2016-120397,RB-19435,OFF-AP-10001293,2016-02-07,2016-02-07,Same Day,32.784,2016,2,7,6,0,3.5199873176316423,0.0018416637741855
CA-2018-163902,MY-17380,TEC-PH-10000675,2018-02-03,2018-08-03,Standard Class,196.776,2018,2,3,5,181,5.287135077145467,0.0112129597173479
CA-2018-163902,MY-17380,TEC-AC-10000580,2018-02-03,2018-08-03,Standard Class,479.94,2018,2,3,5,181,6.175742522200324,0.0273943200547401
CA-2018-155089,DB-12910,OFF-BI-10002429,2018-02-12,2018-06-12,Standard Class,45.66,2018,2,12,0,120,3.842887266593284,0.0025774606823527
CA-2015-106572,NP-18700,OFF-ST-10000585,2015-05-09,2015-10-09,Standard Class,264.32,2015,5,9,5,153,5.580936644657355,0.0150727505192465
CA-2018-123134,DW-13585,FUR-FU-10003975,2018-02-05,2018-07-05,Standard Class,129.93,2018,2,5,0,150,4.874662829239662,0.0073930560109681
CA-2016-124541,TT-21220,OFF-AR-10004078,2016-06-04,2016-10-04,Standard Class,42.048,2016,6,4,5,122,3.762315772187119,0.0023710535347681
CA-2016-124541,TT-21220,TEC-AC-10002550,2016-06-04,2016-10-04,Standard Class,25.488,2016,6,4,5,122,3.276691800244945,0.0014247350508251
CA-2016-124541,TT-21220,OFF-BI-10004965,2016-06-04,2016-10-04,Standard Class,6.9,2016,6,4,5,122,2.066862759472976,0.0003625268395008
CA-2016-124541,TT-21220,OFF-BI-10004209,2016-06-04,2016-10-04,Standard Class,9.648,2016,6,4,5,122,2.3653720810928105,0.0005195608487928
CA-2016-124541,TT-21220,OFF-PA-10001526,2016-06-04,2016-10-04,Standard Class,7.968,2016,6,4,5,122,2.193662685769859,0.0004235575243348
CA-2016-143238,LO-17170,TEC-AC-10003499,2016-06-09,2016-08-09,First Class,46.32,2016,6,9,3,61,3.856933039110186,0.0026151762741041
CA-2018-123967,SF-20200,OFF-BI-10001308,2018-01-11,2018-03-11,Second Class,25.12,2018,1,11,3,59,3.2627013044082305,0.001403705751182
CA-2018-123967,SF-20200,FUR-TA-10003954,2018-01-11,2018-03-11,Second Class,2665.62,2018,1,11,3,59,7.888567031840736,0.15229464517457
CA-2018-148929,SP-20620,OFF-ST-10003282,2018-07-09,2018-11-09,Standard Class,478.08,2018,7,9,0,123,6.171867598079306,0.0272880306598045
CA-2016-121041,CS-12250,OFF-EN-10001137,2016-03-11,2016-10-11,Standard Class,6.608,2016,3,11,4,214,2.029200325243089,0.0003458405473926
CA-2017-137729,BF-11005,OFF-ST-10001505,2017-05-05,2017-09-05,Standard Class,5.98,2017,5,5,4,123,1.9430489167742813,0.0003099535903929
CA-2017-137729,BF-11005,TEC-PH-10001433,2017-05-05,2017-09-05,Standard Class,246.168,2017,5,5,4,123,5.510068267365995,0.0140354574564124
CA-2017-165848,EN-13780,OFF-PA-10000349,2017-04-06,2017-04-06,Same Day,14.94,2017,4,6,3,0,2.768831673362069,0.0008219713208354
CA-2017-165848,EN-13780,TEC-MA-10003356,2017-04-06,2017-04-06,Same Day,1349.85,2017,4,6,3,0,7.208489302928532,0.0771051843280972
CA-2017-165848,EN-13780,FUR-BO-10000362,2017-04-06,2017-04-06,Same Day,136.784,2017,4,6,3,0,4.925687241533446,0.0077847267168223
CA-2017-165848,EN-13780,FUR-FU-10003878,2017-04-06,2017-04-06,Same Day,61.12,2017,4,6,3,0,4.129067998280486,0.0034609198467101
CA-2017-154053,MG-17890,OFF-AR-10003727,2017-04-03,2017-10-03,Standard Class,16.99,2017,4,3,0,183,2.8898160479624417,0.0009391182346085
CA-2018-147942,MS-17365,OFF-LA-10003663,2018-01-04,2018-05-04,Standard Class,5.78,2018,1,4,3,120,1.913977101952304,0.0002985246231955
CA-2018-147942,MS-17365,OFF-BI-10001294,2018-01-04,2018-05-04,Standard Class,121.68,2018,1,4,3,120,4.809579339246051,0.0069216111140762
CA-2015-164861,MC-17635,OFF-PA-10001972,2015-03-12,2015-06-12,Second Class,25.92,2015,3,12,3,92,3.2928695047765277,0.0014494216199715
CA-2016-116750,BF-10975,FUR-FU-10003829,2016-05-07,2016-10-07,Second Class,4.928,2016,5,7,5,153,1.7796868879937855,0.0002498372229346
CA-2016-116750,BF-10975,OFF-BI-10004728,2016-05-07,2016-10-07,Second Class,7.23,2016,5,7,5,153,2.1077860146889784,0.0003813846353765
CA-2015-131002,TB-21400,FUR-FU-10004270,2015-07-09,2015-12-09,Second Class,57.69,2015,7,9,3,153,4.072269354570243,0.003264913059275
CA-2015-131002,TB-21400,OFF-BI-10000948,2015-07-09,2015-12-09,Second Class,42.81,2015,7,9,3,153,3.779862101825807,0.0024145978997901
CA-2015-131002,TB-21400,OFF-PA-10000223,2015-07-09,2015-12-09,Second Class,12.96,2015,7,9,3,153,2.6361960973342264,0.0007088245455814
CA-2015-131002,TB-21400,FUR-FU-10004665,2015-07-09,2015-12-09,Second Class,821.88,2015,7,9,3,153,6.712810382026606,0.0469344252720979
CA-2015-131002,TB-21400,TEC-PH-10000215,2015-07-09,2015-12-09,Second Class,104.85,2015,7,9,3,153,4.662022997580874,0.0059598635244169
CA-2017-164784,HF-14995,OFF-LA-10001569,2017-01-05,2017-04-05,First Class,3.984,2017,1,5,3,90,1.606232781485152,0.000195892497763
CA-2017-164784,HF-14995,FUR-TA-10004534,2017-01-05,2017-04-05,First Class,370.62,2017,1,5,3,90,5.917871826804609,0.0211472465846531
CA-2017-164784,HF-14995,OFF-BI-10002954,2017-01-05,2017-04-05,First Class,2.742,2017,1,5,3,90,1.3196202278518978,0.0001249186114673
CA-2017-111794,HG-15025,TEC-AC-10003832,2017-01-10,2017-01-10,Same Day,79.512,2017,1,10,1,0,4.388406241637921,0.004511927670181
CA-2017-111794,HG-15025,OFF-PA-10000474,2017-01-10,2017-01-10,Same Day,28.352,2017,1,10,1,0,3.379360687052981,0.0015883978610916
CA-2015-126403,RR-19525,OFF-PA-10001144,2015-09-09,2015-12-09,Second Class,166.44,2015,9,9,2,91,5.120625078137745,0.0094794139728495
CA-2015-126403,RR-19525,FUR-CH-10003761,2015-09-09,2015-12-09,Second Class,785.88,2015,9,9,2,91,6.668075759027828,0.0448772111765698
CA-2015-126403,RR-19525,OFF-PA-10004665,2015-09-09,2015-12-09,Second Class,26.2,2015,9,9,2,91,3.3032169733019514,0.0014654221740478
CA-2015-126403,RR-19525,OFF-ST-10000078,2015-09-09,2015-12-09,Second Class,1325.85,2015,9,9,2,91,7.190562991017657,0.0757337082644118
CA-2018-136875,TC-21295,OFF-PA-10000357,2018-03-12,2018-03-12,Same Day,166.44,2018,3,12,0,0,5.120625078137745,0.0094794139728495
CA-2017-133123,KB-16315,OFF-EN-10003055,2017-06-09,2017-11-09,Standard Class,95.952,2017,6,9,4,153,4.574216010666186,0.0054513887738055
CA-2017-133123,KB-16315,OFF-BI-10001031,2017-06-09,2017-11-09,Standard Class,3.204,2017,6,9,4,153,1.436036453014705,0.0001513195256932
US-2017-128195,RA-19285,OFF-BI-10002003,2017-04-08,2017-05-08,First Class,3.98,2017,4,8,5,30,1.6054298910365616,0.0001956639184191
CA-2018-156412,CM-12160,OFF-BI-10004364,2018-04-12,2018-08-12,Standard Class,5.346,2018,4,12,3,122,1.847824693161004,0.0002737237643772
CA-2017-161662,BE-11410,OFF-PA-10003465,2017-07-02,2017-09-02,First Class,30.352,2017,7,2,6,62,3.4452780608973304,0.0017026875330654
CA-2018-132430,CP-12085,FUR-FU-10003577,2018-09-10,2018-11-10,First Class,45.888,2018,9,10,0,61,3.847761779174128,0.0025904897049577
CA-2016-103723,BT-11305,OFF-AR-10003251,2016-01-12,2016-06-12,Standard Class,13.9,2016,1,12,1,152,2.7013612129514133,0.000762540691409
CA-2015-127187,CP-12085,TEC-PH-10000673,2015-04-12,2015-08-12,Standard Class,129.98,2015,4,12,6,122,4.875044639789907,0.0073959132527674
CA-2015-110030,LF-17185,FUR-FU-10002759,2015-06-12,2015-08-12,Second Class,23.976,2015,6,12,4,61,3.217915363773076,0.001338332058813
CA-2015-121286,ON-18715,OFF-FA-10000585,2015-04-11,2015-08-11,Second Class,8.376,2015,4,11,5,122,2.238153232834657,0.0004468726174174
CA-2015-121286,ON-18715,OFF-AP-10004859,2015-04-11,2015-08-11,Second Class,58.24,2015,4,11,5,122,4.081596989399598,0.0032963427190678
CA-2015-153479,DF-13135,OFF-LA-10004689,2015-04-10,2015-08-10,Standard Class,14.45,2015,4,10,4,122,2.7376090033437546,0.0007939703512018
CA-2015-153479,DF-13135,OFF-BI-10002867,2015-04-10,2015-08-10,Standard Class,95.648,2015,4,10,4,122,4.571075512217263,0.0054340167436655
CA-2015-107594,EH-13945,TEC-PH-10002923,2015-02-07,2015-06-07,Standard Class,73.98,2015,2,7,5,120,4.317221411307766,0.0041958024375015
CA-2015-107594,EH-13945,OFF-AR-10000716,2015-02-07,2015-06-07,Standard Class,5.58,2015,2,7,5,120,1.884034745337226,0.0002870956559981
CA-2015-149244,MS-17530,FUR-FU-10004671,2015-04-11,2015-08-11,Standard Class,35.34,2015,4,11,5,122,3.592919062968025,0.001987725974968
CA-2018-163321,FM-14380,TEC-AC-10004571,2018-07-08,2018-11-08,Second Class,79.992,2018,7,8,6,123,4.394350384362713,0.0045393571914547
CA-2016-110247,RH-19555,OFF-BI-10001553,2016-04-12,2016-08-12,Standard Class,8.226,2016,4,12,1,122,2.2220255851356288,0.0004383008920194
CA-2015-154669,TM-21010,OFF-ST-10000532,2015-08-08,2015-11-08,Second Class,423.28,2015,8,8,5,92,6.05039361463727,0.0241564936477228
US-2016-122140,MO-17950,OFF-AP-10001242,2016-02-04,2016-07-04,Standard Class,32.192,2016,2,4,3,151,3.502308883030566,0.0018078340312813
US-2016-122140,MO-17950,TEC-AC-10003038,2016-02-04,2016-07-04,Standard Class,50.12,2016,2,4,3,151,3.93417581006928,0.0028323266508543
US-2016-122140,MO-17950,TEC-AC-10003289,2016-02-04,2016-07-04,Standard Class,47.976,2016,2,4,3,151,3.8913303822030567,0.0027098081224984
CA-2017-163986,JJ-15445,OFF-ST-10000918,2017-03-09,2017-10-09,Standard Class,54.5,2017,3,9,3,214,4.0163830207523885,0.0030826210324768
CA-2018-158967,BT-11680,FUR-FU-10001940,2018-10-12,2018-12-12,First Class,19.104,2018,10,12,4,61,3.000918800241291,0.0010599224178848
CA-2018-167668,TC-21295,OFF-LA-10004544,2018-06-05,2018-08-05,First Class,59.2,2018,6,5,1,61,4.097672352314776,0.0033512017616152
US-2017-106677,AS-10285,TEC-PH-10003187,2017-05-11,2017-10-11,Standard Class,23.988,2017,5,11,3,153,3.218395709631324,0.0013390177968448
US-2015-117744,MD-17860,FUR-FU-10001588,2015-02-12,2015-06-12,Standard Class,58.36,2015,2,12,3,120,4.083620598859125,0.0033032000993862
US-2015-117744,MD-17860,OFF-AR-10000940,2015-02-12,2015-06-12,Standard Class,16.464,2015,2,12,3,120,2.8601416192476425,0.0009090600508794
US-2015-117744,MD-17860,FUR-FU-10002759,2015-02-12,2015-06-12,Standard Class,39.96,2015,2,12,3,120,3.712595980731253,0.0022517351172274
US-2016-110163,GA-14725,OFF-AR-10001683,2016-01-11,2016-04-11,First Class,7.88,2016,1,11,0,91,2.1838015570040787,0.0004185287787679
CA-2018-143329,DL-13330,FUR-FU-10000629,2018-03-11,2018-08-11,Standard Class,41.37,2018,3,11,6,153,3.746440564638468,0.002332309335969
CA-2016-122623,CC-12145,FUR-CH-10000553,2016-07-09,2016-11-09,Standard Class,47.516,2016,7,9,5,123,3.881893640446634,0.0026835214979444
CA-2016-104626,DR-12940,OFF-BI-10001510,2016-01-09,2016-08-09,Standard Class,114.6,2016,1,9,5,213,4.750135956238277,0.006517025675289
CA-2016-104626,DR-12940,FUR-CH-10003817,2016-01-09,2016-08-09,Standard Class,60.74,2016,1,9,5,213,4.122932019074013,0.0034392048090351
CA-2016-104626,DR-12940,FUR-FU-10000308,2016-01-09,2016-08-09,Standard Class,124.36,2016,1,9,5,213,4.831189598047765,0.0070747592745211
CA-2016-104626,DR-12940,OFF-ST-10003208,2016-01-09,2016-08-09,Standard Class,1088.76,2016,1,9,5,213,6.993712767493008,0.0621852391002797
CA-2017-160500,DM-13015,OFF-BI-10003784,2017-05-05,2017-08-05,First Class,6.72,2017,5,5,4,92,2.0438143640366846,0.0003522407690232
CA-2017-160500,DM-13015,FUR-TA-10003748,2017-05-05,2017-08-05,First Class,298.776,2017,5,5,4,92,5.703035529095143,0.0170417329880109
CA-2015-148915,ND-18370,OFF-ST-10001128,2015-01-11,2015-05-11,Standard Class,443.92,2015,1,11,6,120,6.097894490723829,0.0253359630624923
CA-2015-148915,ND-18370,TEC-PH-10000673,2015-01-11,2015-05-11,Standard Class,155.976,2015,1,11,6,120,5.056092927421035,0.0088814504090827
CA-2017-147368,TC-21295,TEC-MA-10002178,2017-09-06,2017-12-06,First Class,695.7,2017,9,6,2,91,6.546354902036073,0.0397238898672719
US-2016-104185,JB-15400,OFF-ST-10001526,2016-03-09,2016-08-09,Second Class,120.33,2016,3,9,2,153,4.798514106063782,0.0068444655854939
US-2017-128293,KC-16255,OFF-ST-10000736,2017-02-06,2017-05-06,First Class,64.784,2017,2,6,0,89,4.186376647668594,0.003670298525766
CA-2017-115588,AF-10885,OFF-SU-10001225,2017-10-11,2017-12-11,Second Class,14.72,2017,10,11,2,61,2.7549337870010606,0.0008093994569183
CA-2017-115588,AF-10885,OFF-ST-10001558,2017-10-11,2017-12-11,Second Class,38.976,2017,10,11,2,61,3.688279274041904,0.0021955045986163
CA-2018-164049,KH-16630,OFF-PA-10000791,2018-02-11,2018-06-11,Standard Class,23.85,2018,2,11,6,120,3.2128577525426376,0.0013311318094786
US-2017-164630,EB-13975,TEC-CO-10000971,2017-04-01,2017-09-01,Standard Class,959.968,2017,4,1,5,153,6.867941109768638,0.0548254413838559
CA-2018-121615,DL-12925,OFF-PA-10000327,2018-03-11,2018-09-11,Standard Class,8.56,2018,3,11,6,184,2.25758772706331,0.000457387267239
CA-2018-121615,DL-12925,OFF-ST-10001325,2018-03-11,2018-09-11,Standard Class,52.4,2018,3,11,6,184,3.977810745966149,0.0029626168769044
CA-2018-121615,DL-12925,OFF-LA-10001771,2018-03-11,2018-09-11,Standard Class,14.94,2018,3,11,6,184,2.768831673362069,0.0008219713208354
